struct	alias	base	kind	size	offset	field	type	fieldsize
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	1	ID	DWORD	4
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	5	MapX	DWORD	4
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	9	Camp	BYTE	1
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	10	State	BYTE	1
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	11	MapY	DWORD	4
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	15	LifePerCent	BYTE	1
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	16	Doing	BYTE	1
tagNPC_NORMAL_SYNC	NPC_NORMAL_SYNC	tagProtocolHeader	struct	18	17	bIsSyncName	BYTE	1
tagNPC_PET_SYNC	NPC_PET_SYNC	tagProtocolHeader	struct	261	0	(base)	tagProtocolHeader	1
tagNPC_PET_SYNC	NPC_PET_SYNC	tagProtocolHeader	struct	261	1	ID	DWORD	4
tagNPC_PET_SYNC	NPC_PET_SYNC	tagProtocolHeader	struct	261	5	szName	char[256]	256
tagNPC_PLAYER_TYPE_NORMAL_SYNC	NPC_PLAYER_TYPE_NORMAL_SYNC	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagNPC_PLAYER_TYPE_NORMAL_SYNC	NPC_PLAYER_TYPE_NORMAL_SYNC	tagProtocolHeader	struct	13	1	m_wOffY	WORD	2
tagNPC_PLAYER_TYPE_NORMAL_SYNC	NPC_PLAYER_TYPE_NORMAL_SYNC	tagProtocolHeader	struct	13	3	m_wOffX	WORD	2
tagNPC_PLAYER_TYPE_NORMAL_SYNC	NPC_PLAYER_TYPE_NORMAL_SYNC	tagProtocolHeader	struct	13	5	m_dwMapY	DWORD	4
tagNPC_PLAYER_TYPE_NORMAL_SYNC	NPC_PLAYER_TYPE_NORMAL_SYNC	tagProtocolHeader	struct	13	9	m_dwMapX	DWORD	4
tagNPC_POS_SYNC	NPC_POS_SYNC	tagProtocolHeader	struct	17	0	(base)	tagProtocolHeader	1
tagNPC_POS_SYNC	NPC_POS_SYNC	tagProtocolHeader	struct	17	1	ID	DWORD	4
tagNPC_POS_SYNC	NPC_POS_SYNC	tagProtocolHeader	struct	17	5	m_dwMapY	DWORD	4
tagNPC_POS_SYNC	NPC_POS_SYNC	tagProtocolHeader	struct	17	9	m_dwMapX	DWORD	4
tagNPC_POS_SYNC	NPC_POS_SYNC	tagProtocolHeader	struct	17	13	m_dwExParam	DWORD	4
tagNPC_RANKID_SYNC	NPC_RANKID_SYNC	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagNPC_RANKID_SYNC	NPC_RANKID_SYNC	tagProtocolHeader	struct	6	1	m_btRankId	BYTE	1
tagNPC_RANKID_SYNC	NPC_RANKID_SYNC	tagProtocolHeader	struct	6	2	m_dwNpcID	DWORD	4
tagNPC_REMOVE_SYNC	NPC_REMOVE_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagNPC_REMOVE_SYNC	NPC_REMOVE_SYNC	tagProtocolHeader	struct	5	1	ID	DWORD	4
tagNPC_REQUEST_COMMAND	NPC_REQUEST_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagNPC_REQUEST_COMMAND	NPC_REQUEST_COMMAND	tagProtocolHeader	struct	5	1	ID	DWORD	4
tagNPC_REVIVE_SYNC	NPC_REVIVE_SYNC	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagNPC_REVIVE_SYNC	NPC_REVIVE_SYNC	tagProtocolHeader	struct	6	1	ID	DWORD	4
tagNPC_REVIVE_SYNC	NPC_REVIVE_SYNC	tagProtocolHeader	struct	6	5	Type	BYTE	1
tagNPC_RUN_SYNC	NPC_RUN_SYNC	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagNPC_RUN_SYNC	NPC_RUN_SYNC	tagProtocolHeader	struct	13	1	nMpsY	int	4
tagNPC_RUN_SYNC	NPC_RUN_SYNC	tagProtocolHeader	struct	13	5	ID	DWORD	4
tagNPC_RUN_SYNC	NPC_RUN_SYNC	tagProtocolHeader	struct	13	9	nMpsX	int	4
tagNPC_SET_MENU_STATE_SYNC	NPC_SET_MENU_STATE_SYNC	tagProtocolHeader	struct	264	0	(base)	tagProtocolHeader	1
tagNPC_SET_MENU_STATE_SYNC	NPC_SET_MENU_STATE_SYNC	tagProtocolHeader	struct	264	1	m_wLength	WORD	2
tagNPC_SET_MENU_STATE_SYNC	NPC_SET_MENU_STATE_SYNC	tagProtocolHeader	struct	264	3	m_dwID	DWORD	4
tagNPC_SET_MENU_STATE_SYNC	NPC_SET_MENU_STATE_SYNC	tagProtocolHeader	struct	264	7	m_btState	BYTE	1
tagNPC_SET_MENU_STATE_SYNC	NPC_SET_MENU_STATE_SYNC	tagProtocolHeader	struct	264	8	m_szSentence	char[256]	256
tagNPC_SIT_COMMAND	NPC_SIT_COMMAND	tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
tagNPC_SIT_COMMAND	NPC_SIT_COMMAND	tagProtocolHeader	struct	2	1	m_btSitFlag	BYTE	1
tagNPC_SKILL_SYNC	NPC_SKILL_SYNC	tagProtocolHeader	struct	25	0	(base)	tagProtocolHeader	1
tagNPC_SKILL_SYNC	NPC_SKILL_SYNC	tagProtocolHeader	struct	25	1	nMpsX	int	4
tagNPC_SKILL_SYNC	NPC_SKILL_SYNC	tagProtocolHeader	struct	25	5	nSkillID	int	4
tagNPC_SKILL_SYNC	NPC_SKILL_SYNC	tagProtocolHeader	struct	25	9	nMpsY	int	4
tagNPC_SKILL_SYNC	NPC_SKILL_SYNC	tagProtocolHeader	struct	25	13	ID	DWORD	4
tagNPC_SKILL_SYNC	NPC_SKILL_SYNC	tagProtocolHeader	struct	25	17	nSkillLevel	int	4
tagNPC_SKILL_SYNC	NPC_SKILL_SYNC	tagProtocolHeader	struct	25	21	nSyncCD	int	4
tagNPC_SLEEP_SYNC	NPC_SLEEP_SYNC	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagNPC_SLEEP_SYNC	NPC_SLEEP_SYNC	tagProtocolHeader	struct	6	1	bSleep	BYTE	1
tagNPC_SLEEP_SYNC	NPC_SLEEP_SYNC	tagProtocolHeader	struct	6	2	NpcID	DWORD	4
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	0	(base)	tagProtocolHeader	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	1	m_wLength	WORD	2
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	3	CurrentCamp	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	4	m_bySeries	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	5	LifePerCent	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	6	MpsY	DWORD	4
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	10	m_Doing	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	11	Camp	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	12	MpsX	DWORD	4
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	16	m_btMenuState	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	17	NpcEnchant	WORD	2
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	19	m_btKind	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	20	ID	DWORD	4
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	24	dwOwnerID	DWORD	4
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	28	NpcSettingIdx	int	4
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	32	byRenascenceCount	BYTE	1
tagNPC_SYNC	NPC_SYNC	tagProtocolHeader	struct	97	33	m_szName	char[64]	64
tagNPC_SYNC_STATEINFO	NPC_SYNC_STATEINFO	tagProtocolHeader	struct	11	0	(base)	tagProtocolHeader	1
tagNPC_SYNC_STATEINFO	NPC_SYNC_STATEINFO	tagProtocolHeader	struct	11	1	m_btStateInfo	BYTE[6]	6
tagNPC_SYNC_STATEINFO	NPC_SYNC_STATEINFO	tagProtocolHeader	struct	11	7	m_ID	DWORD	4
tagNPC_WALK_SYNC	NPC_WALK_SYNC	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagNPC_WALK_SYNC	NPC_WALK_SYNC	tagProtocolHeader	struct	13	1	ID	DWORD	4
tagNPC_WALK_SYNC	NPC_WALK_SYNC	tagProtocolHeader	struct	13	5	nMpsY	int	4
tagNPC_WALK_SYNC	NPC_WALK_SYNC	tagProtocolHeader	struct	13	9	nMpsX	int	4
tagNotifyPlayerExchange		tagProtocolHeader	struct	25	0	(base)	tagProtocolHeader	1
tagNotifyPlayerExchange		tagProtocolHeader	struct	25	1	byBusinessVersion	BYTE	1
tagNotifyPlayerExchange		tagProtocolHeader	struct	25	2	byProtocolVersion	BYTE	1
tagNotifyPlayerExchange		tagProtocolHeader	struct	25	3	sGuid	GUID	16
tagNotifyPlayerExchange		tagProtocolHeader	struct	25	19	nIPAddr	UINT	4
tagNotifyPlayerExchange		tagProtocolHeader	struct	25	23	nPort	short unsigned int	2
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	0	(base)	tagProtocolHeader	1
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	1	m_wLength	WORD	2
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	3	m_btState	BYTE	1
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	4	m_nID	int	4
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	8	m_nDataID	int	4
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	12	m_nXpos	int	4
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	16	m_nYpos	int	4
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	20	m_nItemCount	int	4
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	24	m_nItemID	int	4
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	28	m_btDir	BYTE	1
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	29	m_btItemWidth	BYTE	1
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	30	m_wCurFrame	WORD	2
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	32	m_btItemHeight	BYTE	1
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	33	m_btColorID	BYTE	1
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	34	m_btFlag	BYTE	1
tagOBJ_ADD_SYNC	OBJ_ADD_SYNC	tagProtocolHeader	struct	67	35	m_szName	char[32]	32
tagOBJ_MOUSE_CLICK_SYNC	OBJ_MOUSE_CLICK_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagOBJ_MOUSE_CLICK_SYNC	OBJ_MOUSE_CLICK_SYNC	tagProtocolHeader	struct	9	1	m_dwRegionID	int	4
tagOBJ_MOUSE_CLICK_SYNC	OBJ_MOUSE_CLICK_SYNC	tagProtocolHeader	struct	9	5	m_nObjID	int	4
tagOBJ_SYNC_DIR	OBJ_SYNC_DIR	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagOBJ_SYNC_DIR	OBJ_SYNC_DIR	tagProtocolHeader	struct	6	1	m_btDir	BYTE	1
tagOBJ_SYNC_DIR	OBJ_SYNC_DIR	tagProtocolHeader	struct	6	2	m_nID	int	4
tagOBJ_SYNC_REMOVE	OBJ_SYNC_REMOVE	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagOBJ_SYNC_REMOVE	OBJ_SYNC_REMOVE	tagProtocolHeader	struct	6	1	m_nID	int	4
tagOBJ_SYNC_REMOVE	OBJ_SYNC_REMOVE	tagProtocolHeader	struct	6	5	m_btSoundFlag	BYTE	1
tagOBJ_SYNC_STATE	OBJ_SYNC_STATE	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagOBJ_SYNC_STATE	OBJ_SYNC_STATE	tagProtocolHeader	struct	6	1	m_btState	BYTE	1
tagOBJ_SYNC_STATE	OBJ_SYNC_STATE	tagProtocolHeader	struct	6	2	m_nID	int	4
tagOBJ_SYNC_TRAP_ACT	OBJ_SYNC_TRAP_ACT	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagOBJ_SYNC_TRAP_ACT	OBJ_SYNC_TRAP_ACT	tagProtocolHeader	struct	13	1	m_nID	int	4
tagOBJ_SYNC_TRAP_ACT	OBJ_SYNC_TRAP_ACT	tagProtocolHeader	struct	13	5	m_nTarX	int	4
tagOBJ_SYNC_TRAP_ACT	OBJ_SYNC_TRAP_ACT	tagProtocolHeader	struct	13	9	m_nTarY	int	4
tagONE_ATTR_SYNC	ONE_ATTR_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagONE_ATTR_SYNC	ONE_ATTR_SYNC	tagProtocolHeader	struct	9	1	nAttrType	int	4
tagONE_ATTR_SYNC	ONE_ATTR_SYNC	tagProtocolHeader	struct	9	5	nAttrValue	int	4
tagOPEN_STORE_BOX_SYNC	OPEN_STORE_BOX_SYNC	tagProtocolHeader	struct	3	0	(base)	tagProtocolHeader	1
tagOPEN_STORE_BOX_SYNC	OPEN_STORE_BOX_SYNC	tagProtocolHeader	struct	3	1	byGainState	BYTE	1
tagOPEN_STORE_BOX_SYNC	OPEN_STORE_BOX_SYNC	tagProtocolHeader	struct	3	2	byBoxPasswordParam	BYTE	1
tagOfflineKickoutAsk		tagProtocolHeader2	struct	41	0	(base)	tagProtocolHeader2	5
tagOfflineKickoutAsk		tagProtocolHeader2	struct	41	5	szAccount	char[32]	32
tagOfflineKickoutAsk		tagProtocolHeader2	struct	41	37	nIndex	int	4
tagOfflineKickoutRes		tagProtocolHeader2	struct	42	0	(base)	tagProtocolHeader2	5
tagOfflineKickoutRes		tagProtocolHeader2	struct	42	5	szAccount	char[32]	32
tagOfflineKickoutRes		tagProtocolHeader2	struct	42	37	nResult	BYTE	1
tagOfflineKickoutRes		tagProtocolHeader2	struct	42	38	nExtPoint	int	4
tagOfflineRequestReq		tagProtocolHeader	struct	65	0	(base)	tagProtocolHeader	1
tagOfflineRequestReq		tagProtocolHeader	struct	65	1	szAccount	char[32]	32
tagOfflineRequestReq		tagProtocolHeader	struct	65	33	szRole	char[32]	32
tagPING_CLIENTREPLY_COMMAND	PING_CLIENTREPLY_COMMAND	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagPING_CLIENTREPLY_COMMAND	PING_CLIENTREPLY_COMMAND	tagProtocolHeader	struct	9	1	m_dwReplyServerTime	DWORD	4
tagPING_CLIENTREPLY_COMMAND	PING_CLIENTREPLY_COMMAND	tagProtocolHeader	struct	9	5	m_dwClientTime	DWORD	4
tagPING_COMMAND	PING_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagPING_COMMAND	PING_COMMAND	tagProtocolHeader	struct	5	1	m_dwTime	DWORD	4
tagPK_APPLY_ENMITY_COMMAND	PK_APPLY_ENMITY_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagPK_APPLY_ENMITY_COMMAND	PK_APPLY_ENMITY_COMMAND	tagProtocolHeader	struct	5	1	m_dwNpcID	DWORD	4
tagPK_APPLY_NORMAL_FLAG_COMMAND	PK_APPLY_NORMAL_FLAG_COMMAND	tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
tagPK_APPLY_NORMAL_FLAG_COMMAND	PK_APPLY_NORMAL_FLAG_COMMAND	tagProtocolHeader	struct	2	1	m_btState	BYTE	1
tagPK_ENMITY_STATE_SYNC	PK_ENMITY_STATE_SYNC	tagProtocolHeader	struct	40	0	(base)	tagProtocolHeader	1
tagPK_ENMITY_STATE_SYNC	PK_ENMITY_STATE_SYNC	tagProtocolHeader	struct	40	1	m_wLength	WORD	2
tagPK_ENMITY_STATE_SYNC	PK_ENMITY_STATE_SYNC	tagProtocolHeader	struct	40	3	m_btState	BYTE	1
tagPK_ENMITY_STATE_SYNC	PK_ENMITY_STATE_SYNC	tagProtocolHeader	struct	40	4	m_dwNpcID	DWORD	4
tagPK_ENMITY_STATE_SYNC	PK_ENMITY_STATE_SYNC	tagProtocolHeader	struct	40	8	m_szName	char[32]	32
tagPK_EXERCISE_STATE_SYNC	PK_EXERCISE_STATE_SYNC	tagProtocolHeader	struct	40	0	(base)	tagProtocolHeader	1
tagPK_EXERCISE_STATE_SYNC	PK_EXERCISE_STATE_SYNC	tagProtocolHeader	struct	40	1	m_wLength	WORD	2
tagPK_EXERCISE_STATE_SYNC	PK_EXERCISE_STATE_SYNC	tagProtocolHeader	struct	40	3	m_btState	BYTE	1
tagPK_EXERCISE_STATE_SYNC	PK_EXERCISE_STATE_SYNC	tagProtocolHeader	struct	40	4	m_dwNpcID	DWORD	4
tagPK_EXERCISE_STATE_SYNC	PK_EXERCISE_STATE_SYNC	tagProtocolHeader	struct	40	8	m_szName	char[32]	32
tagPK_NORMAL_FLAG_SYNC	PK_NORMAL_FLAG_SYNC	tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
tagPK_NORMAL_FLAG_SYNC	PK_NORMAL_FLAG_SYNC	tagProtocolHeader	struct	2	1	m_btFlag	BYTE	1
tagPK_VALUE_SYNC	PK_VALUE_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagPK_VALUE_SYNC	PK_VALUE_SYNC	tagProtocolHeader	struct	5	1	m_nPKValue	int	4
tagPLAYER_ADD_BASE_ATTRIBUTE_COMMAND	PLAYER_ADD_BASE_ATTRIBUTE_COMMAND	tagProtocolHeader	struct	14	0	(base)	tagProtocolHeader	1
tagPLAYER_ADD_BASE_ATTRIBUTE_COMMAND	PLAYER_ADD_BASE_ATTRIBUTE_COMMAND	tagProtocolHeader	struct	14	1	m_btAttribute	BYTE	1
tagPLAYER_ADD_BASE_ATTRIBUTE_COMMAND	PLAYER_ADD_BASE_ATTRIBUTE_COMMAND	tagProtocolHeader	struct	14	2	m_nAddNo	int	4
tagPLAYER_ADD_BASE_ATTRIBUTE_COMMAND	PLAYER_ADD_BASE_ATTRIBUTE_COMMAND	tagProtocolHeader	struct	14	6	Reserved	DWORD[2]	8
tagPLAYER_ADD_SKILL_POINT_COMMAND	PLAYER_ADD_SKILL_POINT_COMMAND	tagProtocolHeader	struct	17	0	(base)	tagProtocolHeader	1
tagPLAYER_ADD_SKILL_POINT_COMMAND	PLAYER_ADD_SKILL_POINT_COMMAND	tagProtocolHeader	struct	17	1	m_nSkillID	int	4
tagPLAYER_ADD_SKILL_POINT_COMMAND	PLAYER_ADD_SKILL_POINT_COMMAND	tagProtocolHeader	struct	17	5	m_nAddPoint	int	4
tagPLAYER_ADD_SKILL_POINT_COMMAND	PLAYER_ADD_SKILL_POINT_COMMAND	tagProtocolHeader	struct	17	9	Reserved	DWORD[2]	8
tagPLAYER_ALL_TASKVALUE_SYNC	PLAYER_ALL_TASKVALUE_SYNC	tagProtocolHeader	struct	641	0	(base)	tagProtocolHeader	1
tagPLAYER_ALL_TASKVALUE_SYNC	PLAYER_ALL_TASKVALUE_SYNC	tagProtocolHeader	struct	641	1	TaskArray	tagPLAYER_ALL_TASKVALUE_SYNC_TaskArray_t[80]	640
tagPLAYER_ATTRIBUTE_SYNC	PLAYER_ATTRIBUTE_SYNC	tagProtocolHeader	struct	14	0	(base)	tagProtocolHeader	1
tagPLAYER_ATTRIBUTE_SYNC	PLAYER_ATTRIBUTE_SYNC	tagProtocolHeader	struct	14	1	m_btAttribute	BYTE	1
tagPLAYER_ATTRIBUTE_SYNC	PLAYER_ATTRIBUTE_SYNC	tagProtocolHeader	struct	14	2	m_nBasePoint	int	4
tagPLAYER_ATTRIBUTE_SYNC	PLAYER_ATTRIBUTE_SYNC	tagProtocolHeader	struct	14	6	m_nCurPoint	int	4
tagPLAYER_ATTRIBUTE_SYNC	PLAYER_ATTRIBUTE_SYNC	tagProtocolHeader	struct	14	10	m_nLeavePoint	int	4
tagPLAYER_BUY_ITEM_COMMAND	PLAYER_BUY_ITEM_COMMAND	tagProtocolHeader	struct	12	0	(base)	tagProtocolHeader	1
tagPLAYER_BUY_ITEM_COMMAND	PLAYER_BUY_ITEM_COMMAND	tagProtocolHeader	struct	12	1	m_Y	BYTE	1
tagPLAYER_BUY_ITEM_COMMAND	PLAYER_BUY_ITEM_COMMAND	tagProtocolHeader	struct	12	2	m_X	BYTE	1
tagPLAYER_BUY_ITEM_COMMAND	PLAYER_BUY_ITEM_COMMAND	tagProtocolHeader	struct	12	3	m_Place	BYTE	1
tagPLAYER_BUY_ITEM_COMMAND	PLAYER_BUY_ITEM_COMMAND	tagProtocolHeader	struct	12	4	m_BuyIdx	int	4
tagPLAYER_BUY_ITEM_COMMAND	PLAYER_BUY_ITEM_COMMAND	tagProtocolHeader	struct	12	8	Reserved	DWORD	4
tagPLAYER_DIALOG_NPC_COMMAND	PLAYER_DIALOG_NPC_COMMAND	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagPLAYER_DIALOG_NPC_COMMAND	PLAYER_DIALOG_NPC_COMMAND	tagProtocolHeader	struct	9	1	nNpcId	int	4
tagPLAYER_DIALOG_NPC_COMMAND	PLAYER_DIALOG_NPC_COMMAND	tagProtocolHeader	struct	9	5	dwCheckValue	DWORD	4
tagPLAYER_DISABLEDFLAG_SYNC	PLAYER_DISABLEDFLAG_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagPLAYER_DISABLEDFLAG_SYNC	PLAYER_DISABLEDFLAG_SYNC	tagProtocolHeader	struct	5	1	m_dwFlags	DWORD	4
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	0	(base)	tagProtocolHeader	1
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	1	m_nID	DWORD	4
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	5	m_nDivideCount	int	4
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	9	m_byContinuouslyDivide	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	0	(base)	tagProtocolHeader	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	1	m_btX	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	2	m_nItemID	int	4
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	6	m_btY	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	7	m_btPlace	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	8	dwAntiBot	DWORD	4
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	12	dwTargetID	DWORD	4
tagPLAYER_EXP_SYNC2	PLAYER_EXP_SYNC2	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagPLAYER_EXP_SYNC2	PLAYER_EXP_SYNC2	tagProtocolHeader	struct	9	1	m_i64Exp	INT64	8
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	0	(base)	tagProtocolHeader	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	1	m_btCamp	BYTE	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	2	m_btCurFaction	BYTE	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	3	m_btLastFaction	BYTE	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	4	m_nAddTimes	int	4
tagPLAYER_FACTION_SKILL_LEVEL	PLAYER_FACTION_SKILL_LEVEL	tagProtocolHeader	struct	3	0	(base)	tagProtocolHeader	1
tagPLAYER_FACTION_SKILL_LEVEL	PLAYER_FACTION_SKILL_LEVEL	tagProtocolHeader	struct	3	1	m_btCurFactionID	BYTE	1
tagPLAYER_FACTION_SKILL_LEVEL	PLAYER_FACTION_SKILL_LEVEL	tagProtocolHeader	struct	3	2	m_btLevel	BYTE	1
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	0	(base)	tagProtocolHeader	1
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	1	wSize	WORD	2
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	3	nParam1	int	4
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	7	nItemCount	int	4
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	11	Part	GiveItemPos[]	
tagPLAYER_LEAD_EXP_SYNC	PLAYER_LEAD_EXP_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagPLAYER_LEAD_EXP_SYNC	PLAYER_LEAD_EXP_SYNC	tagProtocolHeader	struct	5	1	m_dwLeadExp	DWORD	4
tagPLAYER_LEAVE_FACTION	PLAYER_LEAVE_FACTION	tagProtocolHeader	struct	1	0	(base)	tagProtocolHeader	1
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	0	(base)	tagProtocolHeader	1
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	1	(base)	KRESIST_ATTR	100
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	101	m_btLevel	BYTE	1
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	102	m_nExp	INT64	8
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	110	m_nAttributePoint	int	4
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	114	m_nSkillPoint	WORD	2
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	116	m_nExpEx	short int	2
